id,aleman,articulo ,palabra,traducción,tema,ejemplo (aleman),ejemplo (ingles),plural,femenino
1363,Der Mai,der (maskulin),Mai,The May,Time & Calendar,Im Mai feiern wir den Tag der Arbeit.,"In May, we celebrate Labor Day.",—,—
1364,Der März,der (maskulin),März,The March,Time & Calendar,Im März wird das Wetter wärmer.,"In March, the weather gets warmer.",—,—
1365,Der November,der (maskulin),November,The November,Time & Calendar,Im November fallen die Blätter von den Bäumen.,"In November, the leaves fall from the trees.",—,—
1366,Der Oktober,der (maskulin),Oktober,The October,Time & Calendar,Das Oktoberfest findet im Oktober statt.,The Oktoberfest takes place in October.,—,—
1367,Der September,der (maskulin),September,The September,Time & Calendar,Die Schule beginnt wieder im September.,School starts again in September.,—,—
1368,Das Cello,das (neutrum),Cello,The Cello,Arts & Entertainment,"Das Cello hat einen tiefen, warmen Klang.","The cello has a deep, warm sound.",Cellos,—
1369,Das Klavier,das (neutrum),Klavier,The Piano,Arts & Entertainment,Er übt täglich eine Stunde auf dem Klavier.,He practices the piano for an hour every day.,Klaviere,—
1370,Das Saxophon,das (neutrum),Saxophon,The Saxophone,Arts & Entertainment,Er spielt ein Solo auf dem Saxophon.,He plays a solo on the saxophone.,Saxophone,—
1371,Das Schlagzeug,das (neutrum),Schlagzeug,The Drums,Arts & Entertainment,Das Schlagzeug gibt den Rhythmus vor.,The drums set the rhythm.,—,—
1372,Der Dudelsack,der (maskulin),Dudelsack,The Bagpipes,Arts & Entertainment,Der Dudelsack ist ein traditionelles schottisches Instrument.,The bagpipes are a traditional Scottish instrument.,Dudelsäcke,—
1373,Der Flügel,der (maskulin),Flügel,The Grand Piano,Arts & Entertainment,In der Konzerthalle steht ein großer Flügel.,There is a large grand piano in the concert hall.,Flügel,—
1374,Der Kontrabass,der (maskulin),Kontrabass,The Double Bass,Arts & Entertainment,Ein Kontrabass sorgt für einen starken Bass in der Band.,A double bass provides a strong bass in the band.,Kontrabässe,—
1375,Die Akustikgitarre,die (feminin),Akustikgitarre,The Acoustic Guitar,Arts & Entertainment,Er spielt jeden Abend auf seiner Akustikgitarre.,He plays his acoustic guitar every evening.,Akustikgitarren,Akustikgitarre
1376,Die E-Gitarre,die (feminin),E-Gitarre,The Electric Guitar,Arts & Entertainment,Viele Rockmusiker spielen E-Gitarre.,Many rock musicians play electric guitar.,E-Gitarren,E-Gitarre
1377,Die Geige,die (feminin),Geige,The Violin,Arts & Entertainment,Sie hat eine Geige zum Geburtstag bekommen.,She received a violin for her birthday.,Geigen,Geige
1378,Die Klarinette,die (feminin),Klarinette,The Clarinet,Arts & Entertainment,Die Klarinette klingt besonders schön im Jazz.,The clarinet sounds especially nice in jazz.,Klarinetten,Klarinette
1379,Die Mundharmonika,die (feminin),Mundharmonika,The Harmonica,Arts & Entertainment,Mein Großvater spielt gerne Mundharmonika.,My grandfather enjoys playing the harmonica.,Mundharmonikas,Mundharmonika
1380,Die Oboe,die (feminin),Oboe,The Oboe,Arts & Entertainment,Die Oboe hat einen klaren und hohen Ton.,The oboe has a clear and high tone.,Oboen,Oboe
1381,Die Orgel,die (feminin),Orgel,The Organ,Arts & Entertainment,Die Kirche hat eine beeindruckende Orgel.,The church has an impressive organ.,Orgeln,Orgel
1382,Die Popmusik,die (feminin),Popmusik,Pop Music,Arts & Entertainment,Popmusik wird weltweit gehört.,Pop music is listened to worldwide.,—,—
1383,Die Trompete,die (feminin),Trompete,The Trumpet,Arts & Entertainment,Die Trompete ist in vielen Musikstilen zu finden.,The trumpet can be found in many music styles.,Trompeten,—
1384,Die Tuba,die (feminin),Tuba,The Tuba,Arts & Entertainment,Die Tuba spielt die tiefsten Töne im Orchester.,The tuba plays the lowest notes in the orchestra.,Tubas,—
1385,Die Volksmusik,die (feminin),Volksmusik,Folk Music,Arts & Entertainment,Volksmusik ist in Bayern sehr beliebt.,Folk music is very popular in Bavaria.,—,—
1386,Das Gebirge,das (neutrum),Gebirge,The Mountain Range,Nature & Environment,Das Gebirge ist mit Schnee bedeckt.,The mountain range is covered with snow.,Gebirge,—
1387,Das Gras,das (neutrum),Gras,The Grass,Nature & Environment,Die Kühe fressen das Gras.,The cows eat the grass.,Gräser,—
1388,Das Insekt,das (neutrum),Insekt,The Insect,Nature & Environment,Das Insekt sitzt auf der Blume.,The insect is sitting on the flower.,Insekten,—
1389,Das Meer,das (neutrum),Meer,The Sea,Nature & Environment,Das Meer ist ruhig heute.,The sea is calm today.,Meere,—
1390,Das Tier,das (neutrum),Tier,The Animal,Nature & Environment,Das Tier lebt im Wald.,The animal lives in the forest.,Tiere,—
1391,Der Bach,der (maskulin),Bach,The Stream,Nature & Environment,Wir wandern entlang des Baches.,We are hiking along the stream.,Bäche,—
1392,Der Baum,der (maskulin),Baum,The Tree,Nature & Environment,Der Baum ist sehr hoch.,The tree is very tall.,Bäume,—
1393,Der Berg,der (maskulin),Berg,The Mountain,Nature & Environment,Wir klettern auf den Berg.,We are climbing the mountain.,Berge,—
1394,Der Felsen,der (maskulin),Felsen,The Rock,Nature & Environment,Der Felsen liegt am Strand.,The rock is on the beach.,Felsen,—
1395,Der Fluss,der (maskulin),Fluss,The River,Nature & Environment,Der Fluss fließt ins Meer.,The river flows into the sea.,Flüsse,—
1396,Der Himmel,der (maskulin),Himmel,The Sky,Nature & Environment,Der Himmel ist blau.,The sky is blue.,—,—
1397,Der Mond,der (maskulin),Mond,The Moon,Nature & Environment,Der Mond scheint hell.,The moon shines brightly.,Monde,—
1398,Der Regen,der (maskulin),Regen,The Rain,Nature & Environment,Der Regen fällt leise.,The rain falls softly.,—,—
1399,Der Schnee,der (maskulin),Schnee,The Snow,Nature & Environment,Im Winter gibt es viel Schnee.,In winter there is a lot of snow.,—,—
1400,Der Strand,der (maskulin),Strand,The Beach,Nature & Environment,Die Kinder spielen am Strand.,The children are playing on the beach.,Strände,—
1401,Der Sturm,der (maskulin),Sturm,The Storm,Nature & Environment,Ein Sturm zieht auf.,A storm is coming.,Stürme,—
1402,Der Wald,der (maskulin),Wald,The Forest,Nature & Environment,Der Wald ist dicht und grün.,The forest is dense and green.,Wälder,—
1403,Der Wind,der (maskulin),Wind,The Wind,Nature & Environment,Der Wind weht stark.,The wind is blowing hard.,—,—
1404,Der See,der (maskulin)/die (feminin),See,The Lake,Nature & Environment,Wir schwimmen im See.,We are swimming in the lake.,Seen,—
1405,Die Blume,die (feminin),Blume,The Flower,Nature & Environment,Die Blume ist schön.,The flower is beautiful.,Blumen,Blume
1406,Die Küste,die (feminin),Küste,The Coast,Nature & Environment,Wir machen Urlaub an der Küste.,We are vacationing on the coast.,Küsten,Küste
1407,Die Natur,die (feminin),Natur,The Nature,Nature & Environment,Ich liebe die Natur.,I love nature.,Naturen,Natur
1408,Die Pflanze,die (feminin),Pflanze,The Plant,Nature & Environment,Die Pflanze braucht Wasser.,The plant needs water.,Pflanzen,Pflanze
1409,Die Sonne,die (feminin),Sonne,The Sun,Nature & Environment,Die Sonne scheint.,The sun is shining.,—,—
1410,Die Umwelt,die (feminin),Umwelt,The Environment,Nature & Environment,Wir müssen die Umwelt schützen.,We must protect the environment.,—,—
1411,Die Wiese,die (feminin),Wiese,The Meadow,Nature & Environment,Die Wiese ist voller Blumen.,The meadow is full of flowers.,Wiesen,—
1412,Die Wolke,die (feminin),Wolke,The Cloud,Nature & Environment,Die Wolken sind weiß und fluffig.,The clouds are white and fluffy.,Wolken,—
1413,Die Wüste,die (feminin),Wüste,The Desert,Nature & Environment,Die Wüste ist heiß und trocken.,The desert is hot and dry.,Wüsten,—
1414,Acht,die (feminin),Acht,Eight,Numbers & Colors,Eine Spinne hat acht Beine.,A spider has eight legs.,Achten,Acht
1415,Achtundneunzig,Zahl,Achtundneunzig,Ninety-Eight,Numbers & Colors,Wir haben achtundneunzig Flaschen.,We have ninety-eight bottles.,—,—
1416,Achtundvierzig,Zahl,Achtundvierzig,Fourty-Eight,Numbers & Colors,Ein Tag hat achtundvierzig halbe Stunden.,A day has forty-eight half hours.,—,—
1417,Achtzehn,Zahl,Achtzehn,Eighteen,Numbers & Colors,Er wird morgen achtzehn.,He turns eighteen tomorrow.,—,—
1418,Achtzig,Zahl,Achtzig,Eighty,Numbers & Colors,Das Buch hat achtzig Seiten.,The book has eighty pages.,—,—
1419,Drei,Zahl,Drei,Three,Numbers & Colors,Wir sind drei Personen.,We are three people.,—,—
1420,Dreißig,Zahl,Dreißig,Thirty,Numbers & Colors,Der Monat hat dreißig Tage.,The month has thirty days.,—,—
1421,Dreiundsiebzig,Zahl,Dreiundsiebzig,Seventy-Three,Numbers & Colors,Meine Oma ist dreiundsiebzig.,My grandma is seventy-three.,—,—
1422,Dreiundvierzig,Zahl,Dreiundvierzig,Fourty-Three,Numbers & Colors,Wir haben dreiundvierzig Gäste.,We have forty-three guests.,—,—
1423,Dreiundzwanzig,Zahl,Dreiundzwanzig,Twenty-Three,Numbers & Colors,Er ist dreiundzwanzig.,He is twenty-three.,—,—
1424,Dreizehn,Zahl,Dreizehn,Thirteen,Numbers & Colors,Dreizehn ist meine Glückszahl.,Thirteen is my lucky number.,—,—
1425,Eins,Zahl,Eins,One,Numbers & Colors,Nummer eins ist der Gewinner.,Number one is the winner.,—,—
1426,Einundachtzig,Zahl,Einundachtzig,Eighty-One,Numbers & Colors,Er hat einundachtzig Punkte.,He has eighty-one points.,—,—
1427,Einunddreißig,Zahl,Einunddreißig,Thirty-One,Numbers & Colors,Der Januar hat einunddreißig Tage.,January has thirty-one days.,—,—
1428,Einundsechzig,Zahl,Einundsechzig,Sixty-One,Numbers & Colors,Er wohnt in Hausnummer einundsechzig.,He lives at house number sixty-one.,—,—
1429,Elf,Zahl,Elf,Eleven,Numbers & Colors,Eine Fußballmannschaft hat elf Spieler.,A football team has eleven players.,—,—
1430,Fünf,Zahl,Fünf,Five,Numbers & Colors,Ich habe fünf Äpfel.,I have five apples.,—,—
1431,Fünfundsechzig,Zahl,Fünfundsechzig,Sixty-Five,Numbers & Colors,Sie geht mit fünfundsechzig in Rente.,She retires at sixty-five.,—,—
1432,Fünfundsechzig,Zahl,Fünfundsechzig,Sixty-Five,Numbers & Colors,Sie geht mit fünfundsechzig in Rente.,She retires at sixty-five.,—,—
1433,Fünfundsiebzig,Zahl,Fünfundsiebzig,Seventy-Five,Numbers & Colors,Wir haben fünfundsiebzig Prozent erreicht.,We have reached seventy-five percent.,—,—
1434,Fünfzehn,Zahl,Fünfzehn,Fifteen,Numbers & Colors,Das Spiel dauert fünfzehn Minuten.,The game lasts fifteen minutes.,—,—
1435,Fünfzig,Zahl,Fünfzig,Fifty,Numbers & Colors,Er ist fünfzig Jahre alt.,He is fifty years old.,—,—
1436,Hundert,Zahl,Hundert,Hundred,Numbers & Colors,Das kostet hundert Euro.,That costs a hundred euros.,—,—
1437,Neun,Zahl,Neun,Nine,Numbers & Colors,Eine Katze hat neun Leben.,A cat has nine lives.,—,—
1438,Neunundsechzig,Zahl,Neunundsechzig,Sixty-Nine,Numbers & Colors,Das Auto fährt neunundsechzig Meilen.,The car drives sixty-nine miles.,—,—
1439,Neunundsiebzig,Zahl,Neunundsiebzig,Seventy-Nine,Numbers & Colors,Das Jahr neunundsiebzig war wichtig.,The year seventy-nine was important.,—,—
1440,Neunundzwanzig,Zahl,Neunundzwanzig,Twenty-Nine,Numbers & Colors,Februar hat manchmal neunundzwanzig Tage.,February sometimes has twenty-nine days.,—,—
1441,Neunzehn,Zahl,Neunzehn,Nineteen,Numbers & Colors,Sie ist neunzehn Jahre alt.,She is nineteen years old.,—,—
1442,Neunzig,Zahl,Neunzig,Ninety,Numbers & Colors,Mein Opa ist neunzig Jahre alt.,My grandpa is ninety years old.,—,—
1443,Null,Zahl,Null,Zero,Numbers & Colors,Es ist null Grad draußen.,It is zero degrees outside.,—,—
1444,Sechs,Zahl,Sechs,Six,Numbers & Colors,Der Würfel hat sechs Seiten.,The dice has six sides.,—,—
1445,Sechsunddreißig,Zahl,Sechsunddreißig,Thirty-Six,Numbers & Colors,Das Thermometer zeigt sechsunddreißig Grad.,The thermometer shows thirty-six degrees.,—,—
1446,Sechsundfünfzig,Zahl,Sechsundfünfzig,Fifty-Six,Numbers & Colors,Ich habe sechsundfünfzig Euro.,I have fifty-six euros.,—,—
1447,Sechsundneunzig,Zahl,Sechsundneunzig,Ninety-Six,Numbers & Colors,Das Spiel endete sechsundneunzig zu hundert.,The game ended ninety-six to a hundred.,—,—
1448,Sechzehn,Zahl,Sechzehn,Sixteen,Numbers & Colors,Mein Bruder ist sechzehn.,My brother is sixteen.,—,—
1449,Sechzig,Zahl,Sechzig,Sixty,Numbers & Colors,Eine Minute hat sechzig Sekunden.,One minute has sixty seconds.,—,—
1450,Siebenundachtzig,Zahl,Siebenundachtzig,Eighty-Seven,Numbers & Colors,Siebenundachtzig Leute sind hier.,Eighty-seven people are here.,—,—
1451,Siebenundvierzig,Zahl,Siebenundvierzig,Fourty-Seven,Numbers & Colors,Das ist Seite siebenundvierzig.,That is page forty-seven.,—,—
1452,Siebenundzwanzig,Zahl,Siebenundzwanzig,Twenty-Seven,Numbers & Colors,Das kostet siebenundzwanzig Euro.,That costs twenty-seven euros.,—,—
1453,Siebzehn,Zahl,Siebzehn,Seventeen,Numbers & Colors,Ich bin siebzehn Jahre alt.,I am seventeen years old.,—,—
1454,Siebzig,Zahl,Siebzig,Seventy,Numbers & Colors,Sie fährt siebzig km/h.,She drives seventy km/h.,—,—
1455,Vier,Zahl,Vier,Four,Numbers & Colors,Das Auto hat vier Räder.,The car has four wheels.,—,—
1456,Vierundachtzig,Zahl,Vierundachtzig,Eighty-Four,Numbers & Colors,Das Buch hat vierundachtzig Kapitel.,The book has eighty-four chapters.,—,—
1457,Vierunddreißig,Zahl,Vierunddreißig,Thirty-Four,Numbers & Colors,Meine Mutter ist vierunddreißig.,My mother is thirty-four.,—,—
1458,Vierundfünfzig,Zahl,Vierundfünfzig,Fifty-Four,Numbers & Colors,Das Paket wiegt vierundfünfzig Kilo.,The package weighs fifty-four kilos.,—,—
1459,Vierzehn,Zahl,Vierzehn,Fourteen,Numbers & Colors,Ein Pfund sind vierzehn Unzen.,A pound is fourteen ounces.,—,—
1460,Vierzig,Zahl,Vierzig,Fourty,Numbers & Colors,Wir brauchen vierzig Stühle.,We need forty chairs.,—,—
1461,Zehn,Zahl,Zehn,Ten,Numbers & Colors,Ich habe zehn Finger.,I have ten fingers.,—,—
1462,Zwanzig,Zahl,Zwanzig,Twenty,Numbers & Colors,Ich habe zwanzig Euro.,I have twenty euros.,—,—
1463,Zwei,Zahl,Zwei,Two,Numbers & Colors,Ich habe zwei Schwestern.,I have two sisters.,—,—
1464,Zweiundfünfzig,Zahl,Zweiundfünfzig,Fifty-Two,Numbers & Colors,Ein Jahr hat zweiundfünfzig Wochen.,A year has fifty-two weeks.,—,—
1465,Zweiundneunzig,Zahl,Zweiundneunzig,Ninety-Two,Numbers & Colors,Das Element hat die Nummer zweiundneunzig.,The element has the number ninety-two.,—,—
1466,Zwölf,Zahl,Zwölf,Twelve,Numbers & Colors,Es ist zwölf Uhr.,It is twelve o'clock.,—,—
1467,Sieben,Zahl/Verb,Sieben,Seven,Numbers & Colors,Eine Woche hat sieben Tage.,A week has seven days.,—,—
1468,Das Angebot,das (neutrum),Angebot,The Offer,Work & Career,Das Angebot ist nur bis morgen gültig.,The offer is valid only until tomorrow.,Angebote,—
1469,Das Büro,das (neutrum),Büro,The Office,Work & Career,Das Büro ist modern eingerichtet.,The office is modernly furnished.,Büros,—
1470,Das Gehalt,das (neutrum),Gehalt,The Salary,Work & Career,Sie ist mit ihrem Gehalt zufrieden.,She is satisfied with her salary.,Gehälter,—
1471,Das Meeting,das (neutrum),Meeting,The Meeting,Work & Career,Das Meeting wurde auf nächste Woche verschoben.,The meeting was postponed to next week.,Meetings,—
1472,Das Papier,das (neutrum),Papier,The Paper,Work & Career,Wir müssen mehr Papier bestellen.,We need to order more paper.,—,—
