id,aleman,articulo ,palabra,traducción,tema,ejemplo (aleman),ejemplo (ingles),plural,femenino
1337,Die Allergie,die (feminin),Allergie,The Allergy,Medical,Er hat eine starke Allergie gegen Nüsse.,He has a strong allergy to nuts.,Allergien,Allergie
1338,Die Ärztin,die (feminin),Ärztin,The Doctor – Female,Medical,Die Ärztin hat viel Erfahrung.,The doctor has a lot of experience.,Ärztinnen,Ärztin
1339,Die Arztpraxis,die (feminin),Arztpraxis,The Doctor’S Office,Medical,Die Arztpraxis ist montags geschlossen.,The doctor’s office is closed on Mondays.,Arztpraxen,Arztpraxis
1340,Die Behandlung,die (feminin),Behandlung,The Treatment,Medical,Die Behandlung dauert zwei Wochen.,The treatment lasts two weeks.,Behandlungen,Behandlung
1341,Die Diagnose,die (feminin),Diagnose,The Diagnosis,Medical,Die Diagnose wurde gestern gestellt.,The diagnosis was made yesterday.,Diagnosen,Diagnose
1342,Die Grippe,die (feminin),Grippe,The Flu,Medical,Er erkrankt oft an der Grippe.,He often gets the flu.,—,Grippe
1343,Die Infektion,die (feminin),Infektion,The Infection,Medical,Die Infektion muss behandelt werden.,The infection needs to be treated.,Infektionen,Infektion
1344,Die Krankenversicherung,die (feminin),Krankenversicherung,Health Insurance,Medical,Sie muss ihre Krankenversicherung aktualisieren.,She needs to update her health insurance.,Krankenversicherungen,Krankenversicherung
1345,Die Operation,die (feminin),Operation,The Surgery,Medical,Die Operation war erfolgreich.,The surgery was successful.,Operationen,Operation
1346,Die Patientin,die (feminin),Patientin,The Patient – Female,Medical,Die Patientin hat eine Erkältung.,The female patient has a cold.,Patientinnen,Patientin
1347,Die Salbe,die (feminin),Salbe,The Ointment,Medical,Die Salbe hilft gegen den Ausschlag.,The ointment helps against the rash.,Salben,Salbe
1348,Die Sprechstunde,die (feminin),Sprechstunde,Consultation Hour,Medical,Die Sprechstunde beginnt um 10 Uhr.,The consultation hour starts at 10 AM.,Sprechstunden,—
1349,Die Untersuchung,die (feminin),Untersuchung,The Examination,Medical,Die Untersuchung dauert etwa eine Stunde.,The examination takes about an hour.,Untersuchungen,—
1350,Die Wartezeit,die (feminin),Wartezeit,Waiting Time,Medical,Die Wartezeit im Arztzimmer war kurz.,The waiting time in the doctor’s office was short.,Wartezeiten,—
1351,Bauchschmerzen,Plural,Bauchschmerzen,Abdominal Pain,Medical,Ich habe starke Bauchschmerzen.,I have severe abdominal pains.,—,—
1352,Halsschmerzen,Plural,Halsschmerzen,Sore Throat,Medical,Sie hat Halsschmerzen und Husten.,She has a sore throat and cough.,—,—
1353,Kopfschmerzen,Plural,Kopfschmerzen,Headache,Medical,Er hat seit gestern Kopfschmerzen.,He has had a headache since yesterday.,—,—
1354,Symptome,Plural,Symptome,Symptoms,Medical,Die Symptome sind Fieber und Husten.,The symptoms are fever and cough.,—,—
1355,Der Husten,Verb/Nomen,Husten,The Cough,Medical,Der Husten wird schlimmer.,The cough is getting worse.,—,—
1356,Der April,der (maskulin),April,The April,Months,Im April blühen die Blumen.,"In April, the flowers bloom.",—,—
1357,Der August,der (maskulin),August,The August,Months,Der August ist oft sehr heiß.,August is often very hot.,—,—
1358,Der Dezember,der (maskulin),Dezember,The December,Months,Wir feiern Weihnachten im Dezember.,We celebrate Chri,—,—
1359,Der Februar,der (maskulin),Februar,The February,Months,Der Februar hat manchmal 29 Tage.,February sometimes has 29 days.,—,—
1360,Der Januar,der (maskulin),Januar,The January,Months,Das neue Jahr beginnt im Januar.,The new year starts in January.,—,—
1361,Der Juli,der (maskulin),Juli,The July,Months,Im Juli haben wir Sommerferien.,"In July, we have summer holidays.",—,—
1362,Der Juni,der (maskulin),Juni,The June,Months,Der Sommer beginnt im Juni.,Summer starts in June.,—,—
1363,Der Mai,der (maskulin),Mai,The May,Months,Im Mai feiern wir den Tag der Arbeit.,"In May, we celebrate Labor Day.",—,—
1364,Der März,der (maskulin),März,The March,Months,Im März wird das Wetter wärmer.,"In March, the weather gets warmer.",—,—
1365,Der November,der (maskulin),November,The November,Months,Im November fallen die Blätter von den Bäumen.,"In November, the leaves fall from the trees.",—,—
1366,Der Oktober,der (maskulin),Oktober,The October,Months,Das Oktoberfest findet im Oktober statt.,The Oktoberfest takes place in October.,—,—
1367,Der September,der (maskulin),September,The September,Months,Die Schule beginnt wieder im September.,School starts again in September.,—,—
1368,Das Cello,das (neutrum),Cello,The Cello,Music,"Das Cello hat einen tiefen, warmen Klang.","The cello has a deep, warm sound.",Cellos,—
1369,Das Klavier,das (neutrum),Klavier,The Piano,Music,Er übt täglich eine Stunde auf dem Klavier.,He practices the piano for an hour every day.,Klaviere,—
1370,Das Saxophon,das (neutrum),Saxophon,The Saxophone,Music,Er spielt ein Solo auf dem Saxophon.,He plays a solo on the saxophone.,Saxophone,—
1371,Das Schlagzeug,das (neutrum),Schlagzeug,The Drums,Music,Das Schlagzeug gibt den Rhythmus vor.,The drums set the rhythm.,—,—
1372,Der Dudelsack,der (maskulin),Dudelsack,The Bagpipes,Music,Der Dudelsack ist ein traditionelles schottisches Instrument.,The bagpipes are a traditional Scottish instrument.,Dudelsäcke,—
1373,Der Flügel,der (maskulin),Flügel,The Grand Piano,Music,In der Konzerthalle steht ein großer Flügel.,There is a large grand piano in the concert hall.,Flügel,—
1374,Der Kontrabass,der (maskulin),Kontrabass,The Double Bass,Music,Ein Kontrabass sorgt für einen starken Bass in der Band.,A double bass provides a strong bass in the band.,Kontrabässe,—
1375,Die Akustikgitarre,die (feminin),Akustikgitarre,The Acoustic Guitar,Music,Er spielt jeden Abend auf seiner Akustikgitarre.,He plays his acoustic guitar every evening.,Akustikgitarren,Akustikgitarre
1376,Die E-Gitarre,die (feminin),E-Gitarre,The Electric Guitar,Music,Viele Rockmusiker spielen E-Gitarre.,Many rock musicians play electric guitar.,E-Gitarren,E-Gitarre
1377,Die Geige,die (feminin),Geige,The Violin,Music,Sie hat eine Geige zum Geburtstag bekommen.,She received a violin for her birthday.,Geigen,Geige
1378,Die Klarinette,die (feminin),Klarinette,The Clarinet,Music,Die Klarinette klingt besonders schön im Jazz.,The clarinet sounds especially nice in jazz.,Klarinetten,Klarinette
1379,Die Mundharmonika,die (feminin),Mundharmonika,The Harmonica,Music,Mein Großvater spielt gerne Mundharmonika.,My grandfather enjoys playing the harmonica.,Mundharmonikas,Mundharmonika
1380,Die Oboe,die (feminin),Oboe,The Oboe,Music,Die Oboe hat einen klaren und hohen Ton.,The oboe has a clear and high tone.,Oboen,Oboe
1381,Die Orgel,die (feminin),Orgel,The Organ,Music,Die Kirche hat eine beeindruckende Orgel.,The church has an impressive organ.,Orgeln,Orgel
1382,Die Popmusik,die (feminin),Popmusik,Pop Music,Music,Popmusik wird weltweit gehört.,Pop music is listened to worldwide.,—,—
1383,Die Trompete,die (feminin),Trompete,The Trumpet,Music,Die Trompete ist in vielen Musikstilen zu finden.,The trumpet can be found in many music styles.,Trompeten,—
1384,Die Tuba,die (feminin),Tuba,The Tuba,Music,Die Tuba spielt die tiefsten Töne im Orchester.,The tuba plays the lowest notes in the orchestra.,Tubas,—
1385,Die Volksmusik,die (feminin),Volksmusik,Folk Music,Music,Volksmusik ist in Bayern sehr beliebt.,Folk music is very popular in Bavaria.,—,—
1386,Das Gebirge,das (neutrum),Gebirge,The Mountain Range,Nature,Das Gebirge ist mit Schnee bedeckt.,The mountain range is covered with snow.,Gebirge,—
1387,Das Gras,das (neutrum),Gras,The Grass,Nature,Die Kühe fressen das Gras.,The cows eat the grass.,Gräser,—
1388,Das Insekt,das (neutrum),Insekt,The Insect,Nature,Das Insekt sitzt auf der Blume.,The insect is sitting on the flower.,Insekten,—
1389,Das Meer,das (neutrum),Meer,The Sea,Nature,Das Meer ist ruhig heute.,The sea is calm today.,Meere,—
1390,Das Tier,das (neutrum),Tier,The Animal,Nature,Das Tier lebt im Wald.,The animal lives in the forest.,Tiere,—
1391,Der Bach,der (maskulin),Bach,The Stream,Nature,Wir wandern entlang des Baches.,We are hiking along the stream.,Bäche,—
1392,Der Baum,der (maskulin),Baum,The Tree,Nature,Der Baum ist sehr hoch.,The tree is very tall.,Bäume,—
1393,Der Berg,der (maskulin),Berg,The Mountain,Nature,Wir klettern auf den Berg.,We are climbing the mountain.,Berge,—
1394,Der Felsen,der (maskulin),Felsen,The Rock,Nature,Der Felsen liegt am Strand.,The rock is on the beach.,Felsen,—
1395,Der Fluss,der (maskulin),Fluss,The River,Nature,Der Fluss fließt ins Meer.,The river flows into the sea.,Flüsse,—
1396,Der Himmel,der (maskulin),Himmel,The Sky,Nature,Der Himmel ist blau.,The sky is blue.,—,—
1397,Der Mond,der (maskulin),Mond,The Moon,Nature,Der Mond scheint hell.,The moon shines brightly.,Monde,—
1398,Der Regen,der (maskulin),Regen,The Rain,Nature,Der Regen fällt leise.,The rain falls softly.,—,—
1399,Der Schnee,der (maskulin),Schnee,The Snow,Nature,Im Winter gibt es viel Schnee.,In winter there is a lot of snow.,—,—
1400,Der Strand,der (maskulin),Strand,The Beach,Nature,Die Kinder spielen am Strand.,The children are playing on the beach.,Strände,—
1401,Der Sturm,der (maskulin),Sturm,The Storm,Nature,Ein Sturm zieht auf.,A storm is coming.,Stürme,—
1402,Der Wald,der (maskulin),Wald,The Forest,Nature,Der Wald ist dicht und grün.,The forest is dense and green.,Wälder,—
1403,Der Wind,der (maskulin),Wind,The Wind,Nature,Der Wind weht stark.,The wind is blowing hard.,—,—
1404,Der See,der (maskulin)/die (feminin),See,The Lake,Nature,Wir schwimmen im See.,We are swimming in the lake.,Seen,—
1405,Die Blume,die (feminin),Blume,The Flower,Nature,Die Blume ist schön.,The flower is beautiful.,Blumen,Blume
1406,Die Küste,die (feminin),Küste,The Coast,Nature,Wir machen Urlaub an der Küste.,We are vacationing on the coast.,Küsten,Küste
1407,Die Natur,die (feminin),Natur,The Nature,Nature,Ich liebe die Natur.,I love nature.,Naturen,Natur
1408,Die Pflanze,die (feminin),Pflanze,The Plant,Nature,Die Pflanze braucht Wasser.,The plant needs water.,Pflanzen,Pflanze
1409,Die Sonne,die (feminin),Sonne,The Sun,Nature,Die Sonne scheint.,The sun is shining.,—,—
1410,Die Umwelt,die (feminin),Umwelt,The Environment,Nature,Wir müssen die Umwelt schützen.,We must protect the environment.,—,—
1411,Die Wiese,die (feminin),Wiese,The Meadow,Nature,Die Wiese ist voller Blumen.,The meadow is full of flowers.,Wiesen,—
1412,Die Wolke,die (feminin),Wolke,The Cloud,Nature,Die Wolken sind weiß und fluffig.,The clouds are white and fluffy.,Wolken,—
1413,Die Wüste,die (feminin),Wüste,The Desert,Nature,Die Wüste ist heiß und trocken.,The desert is hot and dry.,Wüsten,—
1414,Acht,die (feminin),Acht,Eight,Numbers,Eine Spinne hat acht Beine.,A spider has eight legs.,Achten,Acht
1415,Achtundneunzig,Zahl,Achtundneunzig,Ninety-Eight,Numbers,Wir haben achtundneunzig Flaschen.,We have ninety-eight bottles.,—,—
1416,Achtundvierzig,Zahl,Achtundvierzig,Fourty-Eight,Numbers,Ein Tag hat achtundvierzig halbe Stunden.,A day has forty-eight half hours.,—,—
1417,Achtzehn,Zahl,Achtzehn,Eighteen,Numbers,Er wird morgen achtzehn.,He turns eighteen tomorrow.,—,—
1418,Achtzig,Zahl,Achtzig,Eighty,Numbers,Das Buch hat achtzig Seiten.,The book has eighty pages.,—,—
1419,Drei,Zahl,Drei,Three,Numbers,Wir sind drei Personen.,We are three people.,—,—
1420,Dreißig,Zahl,Dreißig,Thirty,Numbers,Der Monat hat dreißig Tage.,The month has thirty days.,—,—
1421,Dreiundsiebzig,Zahl,Dreiundsiebzig,Seventy-Three,Numbers,Meine Oma ist dreiundsiebzig.,My grandma is seventy-three.,—,—
1422,Dreiundvierzig,Zahl,Dreiundvierzig,Fourty-Three,Numbers,Wir haben dreiundvierzig Gäste.,We have forty-three guests.,—,—
1423,Dreiundzwanzig,Zahl,Dreiundzwanzig,Twenty-Three,Numbers,Er ist dreiundzwanzig.,He is twenty-three.,—,—
1424,Dreizehn,Zahl,Dreizehn,Thirteen,Numbers,Dreizehn ist meine Glückszahl.,Thirteen is my lucky number.,—,—
1425,Eins,Zahl,Eins,One,Numbers,Nummer eins ist der Gewinner.,Number one is the winner.,—,—
1426,Einundachtzig,Zahl,Einundachtzig,Eighty-One,Numbers,Er hat einundachtzig Punkte.,He has eighty-one points.,—,—
1427,Einunddreißig,Zahl,Einunddreißig,Thirty-One,Numbers,Der Januar hat einunddreißig Tage.,January has thirty-one days.,—,—
1428,Einundsechzig,Zahl,Einundsechzig,Sixty-One,Numbers,Er wohnt in Hausnummer einundsechzig.,He lives at house number sixty-one.,—,—
1429,Elf,Zahl,Elf,Eleven,Numbers,Eine Fußballmannschaft hat elf Spieler.,A football team has eleven players.,—,—
1430,Fünf,Zahl,Fünf,Five,Numbers,Ich habe fünf Äpfel.,I have five apples.,—,—
1431,Fünfundsechzig,Zahl,Fünfundsechzig,Sixty-Five,Numbers,Sie geht mit fünfundsechzig in Rente.,She retires at sixty-five.,—,—
1432,Fünfundsechzig,Zahl,Fünfundsechzig,Sixty-Five,Numbers,Sie geht mit fünfundsechzig in Rente.,She retires at sixty-five.,—,—
1433,Fünfundsiebzig,Zahl,Fünfundsiebzig,Seventy-Five,Numbers,Wir haben fünfundsiebzig Prozent erreicht.,We have reached seventy-five percent.,—,—
1434,Fünfzehn,Zahl,Fünfzehn,Fifteen,Numbers,Das Spiel dauert fünfzehn Minuten.,The game lasts fifteen minutes.,—,—
1435,Fünfzig,Zahl,Fünfzig,Fifty,Numbers,Er ist fünfzig Jahre alt.,He is fifty years old.,—,—
1436,Hundert,Zahl,Hundert,Hundred,Numbers,Das kostet hundert Euro.,That costs a hundred euros.,—,—
1437,Neun,Zahl,Neun,Nine,Numbers,Eine Katze hat neun Leben.,A cat has nine lives.,—,—
1438,Neunundsechzig,Zahl,Neunundsechzig,Sixty-Nine,Numbers,Das Auto fährt neunundsechzig Meilen.,The car drives sixty-nine miles.,—,—
1439,Neunundsiebzig,Zahl,Neunundsiebzig,Seventy-Nine,Numbers,Das Jahr neunundsiebzig war wichtig.,The year seventy-nine was important.,—,—
1440,Neunundzwanzig,Zahl,Neunundzwanzig,Twenty-Nine,Numbers,Februar hat manchmal neunundzwanzig Tage.,February sometimes has twenty-nine days.,—,—
1441,Neunzehn,Zahl,Neunzehn,Nineteen,Numbers,Sie ist neunzehn Jahre alt.,She is nineteen years old.,—,—
1442,Neunzig,Zahl,Neunzig,Ninety,Numbers,Mein Opa ist neunzig Jahre alt.,My grandpa is ninety years old.,—,—
1443,Null,Zahl,Null,Zero,Numbers,Es ist null Grad draußen.,It is zero degrees outside.,—,—
1444,Sechs,Zahl,Sechs,Six,Numbers,Der Würfel hat sechs Seiten.,The dice has six sides.,—,—
1445,Sechsunddreißig,Zahl,Sechsunddreißig,Thirty-Six,Numbers,Das Thermometer zeigt sechsunddreißig Grad.,The thermometer shows thirty-six degrees.,—,—
1446,Sechsundfünfzig,Zahl,Sechsundfünfzig,Fifty-Six,Numbers,Ich habe sechsundfünfzig Euro.,I have fifty-six euros.,—,—
1447,Sechsundneunzig,Zahl,Sechsundneunzig,Ninety-Six,Numbers,Das Spiel endete sechsundneunzig zu hundert.,The game ended ninety-six to a hundred.,—,—
1448,Sechzehn,Zahl,Sechzehn,Sixteen,Numbers,Mein Bruder ist sechzehn.,My brother is sixteen.,—,—
1449,Sechzig,Zahl,Sechzig,Sixty,Numbers,Eine Minute hat sechzig Sekunden.,One minute has sixty seconds.,—,—
1450,Siebenundachtzig,Zahl,Siebenundachtzig,Eighty-Seven,Numbers,Siebenundachtzig Leute sind hier.,Eighty-seven people are here.,—,—
1451,Siebenundvierzig,Zahl,Siebenundvierzig,Fourty-Seven,Numbers,Das ist Seite siebenundvierzig.,That is page forty-seven.,—,—
1452,Siebenundzwanzig,Zahl,Siebenundzwanzig,Twenty-Seven,Numbers,Das kostet siebenundzwanzig Euro.,That costs twenty-seven euros.,—,—
1453,Siebzehn,Zahl,Siebzehn,Seventeen,Numbers,Ich bin siebzehn Jahre alt.,I am seventeen years old.,—,—
1454,Siebzig,Zahl,Siebzig,Seventy,Numbers,Sie fährt siebzig km/h.,She drives seventy km/h.,—,—
1455,Vier,Zahl,Vier,Four,Numbers,Das Auto hat vier Räder.,The car has four wheels.,—,—
1456,Vierundachtzig,Zahl,Vierundachtzig,Eighty-Four,Numbers,Das Buch hat vierundachtzig Kapitel.,The book has eighty-four chapters.,—,—
1457,Vierunddreißig,Zahl,Vierunddreißig,Thirty-Four,Numbers,Meine Mutter ist vierunddreißig.,My mother is thirty-four.,—,—
1458,Vierundfünfzig,Zahl,Vierundfünfzig,Fifty-Four,Numbers,Das Paket wiegt vierundfünfzig Kilo.,The package weighs fifty-four kilos.,—,—
